Crop,Season,State,Year,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Rice,Kharif,Haryana,2007,1153076,5442541.94,1465.2,196.77,3.1844,4.72
Rice,Kharif,Assam,1998,761737,1686179.14,1327.08,114.05,5.4789,2.2136
Maize,Kharif,Karnataka,2001,82333,389770.19,500.26,104.87,0.8895,4.7341
Rice,Kharif,Himachal Pradesh,2002,2887959,8075315.21,1234.55,187.49,3.459,2.7962
Wheat,Rabi,Haryana,2018,893420,7724282.8,483.92,189.93,0.3905,8.6457
Maize,Rabi,Telangana,2015,565894,2870202.87,1093.56,164.34,2.9639,5.072
Maize,Kharif,Himachal Pradesh,2012,280382,1363647.16,516.12,165.73,0.4783,4.8635
Rice,Kharif,Uttarakhand,2006,1157869,3445380.11,1106.43,138.27,5.0672,2.9756
Maize,Kharif,Uttar Pradesh,2017,177306,738012.39,747.26,113.26,0.6448,4.1624
Maize,Kharif,Madhya Pradesh,1998,563623,1853553.96,742.7,110.76,3.7393,3.2886
Rice,Kharif,Andhra Pradesh,2015,948730,4799395.9,1211.4,128.91,6.2106,5.0588
Rice,Kharif,Karnataka,2018,295374,995688.34,1038.42,91.85,1.5685,3.3709
Maize,Rabi,Bihar,2008,476023,1448535.83,885.22,121.86,3.579,3.043
Maize,Rabi,Tamil Nadu,2019,749144,2932318.76,931.83,87.47,4.1956,3.9142
Rice,Kharif,Bihar,2006,1825763,4398423.52,862.69,161.98,2.0144,2.4091
Maize,Kharif,Odisha,1997,319569,989881.86,765.78,172.19,6.5758,3.0976
Rice,Kharif,Tamil Nadu,2010,1682099,7339301.74,1345.15,117.45,2.923,4.3632
Maize,Kharif,Rajasthan,2020,393796,1936731.47,945.49,107.74,2.4805,4.9181
Maize,Kharif,Chhattisgarh,2000,708024,2141538.33,738.73,109.8,2.7931,3.0247
Maize,Kharif,Uttarakhand,1998,794359,2170508.95,792.7,166.0,4.1888,2.7324
Maize,Kharif,Telangana,2000,208440,895235.34,694.27,174.18,6.8973,4.2949
Maize,Kharif,Himachal Pradesh,2018,49241,257164.39,796.74,171.19,4.6159,5.2226
Rice,Kharif,Madhya Pradesh,1999,217188,547382.61,1511.54,168.14,5.0279,2.5203
Wheat,Rabi,Madhya Pradesh,2020,2129350,10727268.65,543.76,165.01,1.1885,5.0378
Wheat,Rabi,Himachal Pradesh,2018,1281622,7672938.51,623.37,133.17,5.8867,5.9869
Maize,Kharif,Telangana,2019,717989,4093672.63,935.16,94.26,6.2231,5.7016
Maize,Kharif,Telangana,2012,107093,499392.06,1134.17,140.12,6.7108,4.6632
Maize,Rabi,Haryana,2014,768364,2505374.16,1176.29,116.62,6.3164,3.2607
Maize,Rabi,Andhra Pradesh,2010,335201,1764144.78,417.36,160.41,4.9521,5.2629
Rice,Kharif,Assam,2000,448818,865903.61,1050.04,117.5,2.4117,1.9293
Wheat,Rabi,Jammu and Kashmir,1999,1856778,7001455.66,339.88,236.57,0.3875,3.7708
Maize,Rabi,Maharashtra,1998,569315,1585646.71,1019.71,121.14,5.8498,2.7852
Wheat,Rabi,Himachal Pradesh,2011,2109910,11376217.97,345.27,216.81,5.6457,5.3918
Maize,Rabi,Haryana,2016,218630,795613.35,1094.54,89.87,1.5107,3.6391
Rice,Kharif,Tamil Nadu,2007,2122422,9276780.74,919.32,90.81,4.3378,4.3708
Rice,Kharif,Jharkhand,2001,2490679,4742877.67,1388.15,119.9,0.8325,1.9043
Maize,Rabi,Uttarakhand,2011,24627,77730.06,566.61,145.4,5.6769,3.1563
Rice,Kharif,Uttar Pradesh,2012,154584,497285.66,1439.22,188.59,1.6556,3.2169
Wheat,Rabi,Haryana,2001,1687812,11957952.12,597.32,234.2,2.5039,7.0849
Maize,Rabi,Maharashtra,2000,48015,139484.58,759.79,159.08,4.7021,2.905
Maize,Rabi,Uttar Pradesh,2004,523746,1742473.08,614.83,161.12,2.6292,3.3269
Rice,Kharif,Himachal Pradesh,2007,1775051,5175283.04,1152.55,87.6,5.4123,2.9156
Rice,Kharif,Chhattisgarh,2013,53639,155983.03,1546.31,159.75,2.4983,2.908
Maize,Kharif,Bihar,2010,636559,1977376.12,1142.92,139.73,4.5725,3.1064
Maize,Kharif,Punjab,2003,107430,339346.46,749.67,162.25,2.6479,3.1588
Wheat,Rabi,Jharkhand,2010,264595,1074169.39,444.37,211.52,5.3755,4.0597
Maize,Rabi,Maharashtra,2010,131395,413865.5,1095.83,94.94,4.7083,3.1498
Maize,Kharif,Haryana,2009,779417,2100974.13,519.64,158.62,1.5656,2.6956
Rice,Kharif,Bihar,1997,384671,901475.99,1484.25,183.98,3.3509,2.3435
Maize,Kharif,Karnataka,2010,615434,3356803.89,599.89,98.19,2.382,5.4544
Wheat,Rabi,Himachal Pradesh,2005,1494545,7632130.93,385.89,128.07,1.8952,5.1067
Rice,Kharif,Madhya Pradesh,2000,1837921,4775184.69,1348.88,138.83,7.3228,2.5981
Maize,Rabi,Karnataka,2014,135208,787574.0,923.05,168.2,3.1532,5.8249
Rice,Kharif,Jammu and Kashmir,1999,714286,1672379.31,1048.6,81.64,3.5599,2.3413
Wheat,Rabi,Jammu and Kashmir,2020,824652,4435347.33,605.18,243.56,4.6962,5.3784
Maize,Kharif,Karnataka,1999,674975,3057958.79,1169.62,145.93,3.4151,4.5305
Wheat,Rabi,Bihar,2012,2389056,8990205.58,614.93,181.68,1.6461,3.7631
Maize,Kharif,Jharkhand,2000,315160,823568.76,1075.54,81.13,5.4878,2.6132
Maize,Rabi,Karnataka,2005,216250,1136780.44,1045.16,107.48,1.5712,5.2568
Maize,Kharif,Bihar,2002,233486,760481.95,862.65,74.98,2.6739,3.2571
Rice,Kharif,Rajasthan,2019,2141228,6845449.3,1215.11,101.48,5.8437,3.197
Rice,Kharif,Karnataka,2008,417089,1299968.74,858.6,101.36,2.3893,3.1168
Maize,Kharif,Uttar Pradesh,2012,473881,1606056.05,556.53,144.97,2.4895,3.3892
Wheat,Rabi,Jharkhand,2014,1864325,8132635.95,435.47,116.85,3.0302,4.3622
Rice,Kharif,Himachal Pradesh,2004,2327952,6450666.69,1458.63,124.02,6.6696,2.771
Rice,Kharif,Uttarakhand,2018,2072435,7432687.03,1018.64,110.11,5.6,3.5865
Rice,Kharif,West Bengal,2020,2298908,7627851.82,1433.01,190.67,4.769,3.318
Maize,Rabi,West Bengal,2012,202370,674032.58,844.34,162.77,2.7779,3.3307
Rice,Kharif,Andhra Pradesh,1998,1365658,5702861.78,1149.12,198.11,1.3673,4.1759
Maize,Rabi,Rajasthan,2019,270045,1334695.78,565.9,74.91,0.5763,4.9425
Wheat,Rabi,Gujarat,2009,2428709,9467198.85,351.3,178.86,2.7121,3.898
Maize,Rabi,Andhra Pradesh,2004,627518,3116701.24,580.95,144.8,0.4613,4.9667
Maize,Rabi,Odisha,2006,163102,515575.28,509.89,92.03,3.1007,3.1611
Wheat,Rabi,Uttarakhand,2012,2083224,14745259.88,558.0,109.22,1.5404,7.0781
Rice,Kharif,Madhya Pradesh,2017,1173439,3612971.32,1514.3,130.06,4.05,3.079
Rice,Kharif,Karnataka,2012,144289,437206.63,1262.05,117.46,7.191,3.0301
Rice,Kharif,Haryana,2015,2164748,11677958.94,1481.04,136.97,5.736,5.3946
Maize,Kharif,Bihar,1999,797280,1863631.63,976.74,142.51,5.933,2.3375
Maize,Kharif,Jharkhand,2006,407181,1292863.98,802.67,103.67,0.8309,3.1752
Wheat,Rabi,Punjab,2008,993702,7723029.92,340.02,192.93,5.4307,7.772
Maize,Kharif,Jharkhand,1997,744945,2007783.45,742.15,71.06,0.8966,2.6952
Rice,Kharif,Chhattisgarh,2019,1946161,6665702.67,1490.53,127.51,2.795,3.4251
Maize,Kharif,Madhya Pradesh,1997,612314,2158319.11,988.59,76.71,2.4698,3.5249
Maize,Kharif,Jharkhand,2018,62259,213686.18,737.65,91.49,1.7225,3.4322
Maize,Rabi,Himachal Pradesh,2020,510590,2575398.45,930.11,96.5,1.7968,5.044
Wheat,Rabi,Punjab,2019,170563,1587635.93,518.41,150.06,4.1481,9.3082
Maize,Kharif,Uttarakhand,2000,631258,1891809.02,701.38,87.85,5.8869,2.9969
Maize,Rabi,West Bengal,2016,9326,39833.16,820.81,132.79,3.1484,4.2712
Rice,Kharif,Telangana,2016,916568,2881808.6,1280.07,199.42,2.6223,3.1441
Wheat,Rabi,Haryana,1997,1241028,8339495.27,473.91,168.06,5.7368,6.7198
Maize,Kharif,Jammu and Kashmir,2020,275143,987696.56,932.75,174.67,4.826,3.5898
Rice,Kharif,Rajasthan,2004,638446,1694279.11,949.68,181.04,5.1456,2.6538
Maize,Rabi,West Bengal,2010,421379,1335659.45,400.16,73.81,2.2776,3.1697
Rice,Kharif,Himachal Pradesh,2010,2014589,6262117.69,1020.26,179.76,7.3586,3.1084
Maize,Kharif,Uttar Pradesh,2004,380623,1383992.28,1080.08,157.52,3.0249,3.6361
Rice,Kharif,Jharkhand,2018,2653529,5442236.65,1031.4,196.65,0.5041,2.0509
Maize,Kharif,Jharkhand,2003,715380,1885482.37,917.39,176.35,2.5885,2.6356
Wheat,Rabi,Gujarat,2018,753174,3081892.53,635.66,221.78,5.9076,4.0919
Maize,Kharif,Chhattisgarh,2018,328668,1144431.63,882.66,102.02,6.8038,3.482
Maize,Kharif,Telangana,2009,120717,593871.89,909.51,137.95,2.1961,4.9195
Maize,Kharif,Madhya Pradesh,2019,263830,1148921.46,820.69,170.13,6.203,4.3548
Rice,Kharif,Chhattisgarh,2007,718552,1901941.46,882.97,189.35,4.1201,2.6469
Maize,Kharif,Telangana,2005,604544,2945392.52,839.73,124.0,0.7597,4.8721
Wheat,Rabi,Gujarat,2003,896747,3115622.29,660.51,203.84,3.5307,3.4744
Maize,Rabi,Telangana,2014,373609,1875390.51,423.41,86.01,5.3249,5.0197
Maize,Kharif,Odisha,2009,580074,1897510.82,443.06,154.8,3.8583,3.2712
Maize,Rabi,Himachal Pradesh,2001,425040,1641624.48,440.93,131.8,2.7927,3.8623
Maize,Rabi,Uttar Pradesh,2013,716351,2452558.16,721.61,83.29,4.915,3.4237
Maize,Kharif,Maharashtra,2011,318833,1088992.24,658.26,168.73,5.8137,3.4156
Maize,Kharif,Uttarakhand,2009,592783,1878746.85,749.69,97.49,5.1186,3.1694
Maize,Rabi,Telangana,2016,19549,105545.27,552.64,159.76,4.9938,5.399
Rice,Kharif,Gujarat,2012,494289,1466468.08,1106.88,90.33,3.4394,2.9668
Maize,Rabi,Gujarat,2007,469586,1593656.93,1063.99,170.26,5.0506,3.3937
Maize,Rabi,Uttar Pradesh,2019,38773,149852.24,1137.72,86.91,6.6874,3.8649
Wheat,Rabi,Haryana,2017,437265,3562497.53,629.44,106.3,0.9008,8.1472
Maize,Kharif,Karnataka,2014,33143,190603.89,1032.98,86.94,2.3811,5.751
Wheat,Rabi,Jharkhand,2020,2110087,8930135.64,592.15,156.14,2.606,4.2321
Rice,Kharif,Maharashtra,2018,1041915,3511915.87,1194.38,170.29,3.3879,3.3706
Maize,Kharif,Telangana,2002,433090,1779125.85,519.37,111.41,5.3791,4.108
Maize,Rabi,Tamil Nadu,2018,83056,317404.13,1133.6,91.66,2.5729,3.8216
Maize,Rabi,Uttar Pradesh,2017,607466,2326972.18,446.25,139.48,5.1082,3.8306
Wheat,Rabi,Jharkhand,2019,1976031,8478370.13,589.0,169.21,4.8139,4.2906
Maize,Kharif,Odisha,2014,56081,180815.26,631.88,128.26,6.5797,3.2242
Maize,Kharif,Punjab,2011,124710,413220.49,964.98,139.75,0.963,3.3135
Maize,Kharif,Tamil Nadu,2004,734386,2236730.22,674.86,83.27,6.0782,3.0457
Rice,Kharif,Chhattisgarh,2015,2490743,8312523.05,1274.92,170.76,6.5074,3.3374
Maize,Rabi,Assam,2007,207897,721835.97,635.34,89.52,4.9055,3.4721
Maize,Kharif,Bihar,2019,458065,1496301.53,766.26,170.19,1.6107,3.2666
Maize,Rabi,Punjab,2010,170860,599855.28,827.12,135.99,6.5612,3.5108
Maize,Rabi,Andhra Pradesh,2005,778959,4066586.53,958.1,170.54,0.5862,5.2205
Maize,Rabi,Uttarakhand,2020,38287,131123.25,502.29,157.65,2.3889,3.4247
Rice,Kharif,Uttarakhand,2014,2759735,7969155.56,1429.46,138.34,5.4939,2.8877
Rice,Kharif,Maharashtra,2016,595649,1830043.28,1477.57,162.29,6.4448,3.0724
Maize,Kharif,Maharashtra,2009,419664,1320281.95,617.0,118.94,6.0945,3.146
Maize,Rabi,Punjab,2002,425304,1313501.74,935.4,90.33,1.328,3.0884
Wheat,Rabi,Himachal Pradesh,2002,460051,2147523.16,671.38,150.26,2.8898,4.668
Rice,Kharif,Gujarat,1998,2594523,6686000.82,1323.76,135.8,3.8162,2.577
Rice,Kharif,Jammu and Kashmir,2012,1412146,3990325.67,1162.63,83.63,4.065,2.8257
Maize,Rabi,Bihar,2000,365120,958096.42,1185.91,79.28,4.6644,2.6241
Rice,Kharif,Punjab,2000,595226,3269549.45,1232.17,175.82,1.3244,5.493
Maize,Kharif,Assam,2014,202569,764884.11,1036.09,131.45,4.9517,3.7759
Maize,Rabi,Rajasthan,2017,484946,2238996.44,503.51,147.5,6.0976,4.617
Maize,Kharif,Jammu and Kashmir,2002,65423,206109.96,849.91,176.46,4.0781,3.1504
Maize,Rabi,Chhattisgarh,2004,670105,2030562.64,1010.58,141.48,4.6448,3.0302
Maize,Rabi,Rajasthan,2003,224832,817446.17,750.76,102.05,4.9727,3.6358
Maize,Rabi,Andhra Pradesh,2007,643576,3217153.07,1132.73,153.86,2.2057,4.9989
Wheat,Rabi,Uttar Pradesh,2007,409474,1975427.27,473.14,209.0,3.047,4.8243
Rice,Kharif,Telangana,2007,101842,271306.42,1363.65,161.35,6.2565,2.664
Maize,Rabi,Himachal Pradesh,2019,447166,2278008.6,422.36,71.6,5.8155,5.0943
Maize,Kharif,Bihar,2000,342145,811307.77,884.0,125.15,6.721,2.3712
Maize,Rabi,Punjab,2016,523951,1939941.97,432.63,109.22,5.0796,3.7025
Maize,Kharif,Rajasthan,1999,531169,1979474.59,1130.79,161.35,2.096,3.7266
Maize,Kharif,Madhya Pradesh,2020,120593,568219.14,760.53,159.58,1.6252,4.7119
Maize,Kharif,Himachal Pradesh,2011,375771,1695034.95,452.97,86.42,5.9489,4.5108
Maize,Kharif,Haryana,2006,370648,1114846.97,767.2,94.0,2.3942,3.0078
Maize,Rabi,Jharkhand,2011,568051,1452391.28,1116.74,120.87,5.7735,2.5568
Maize,Kharif,Jammu and Kashmir,2010,700186,2525089.41,1081.67,142.61,6.1043,3.6063
Rice,Kharif,Gujarat,2004,1555919,3931971.4,1561.47,138.15,1.9635,2.5271
Maize,Kharif,Tamil Nadu,2017,571160,2066784.1,874.0,96.55,5.5094,3.6186
Maize,Kharif,Tamil Nadu,2013,529170,1829292.42,889.64,79.68,5.8548,3.4569
Maize,Kharif,Jharkhand,1999,433129,1070958.52,493.34,74.99,0.6456,2.4726
Maize,Rabi,Telangana,2004,540593,2452099.89,688.1,124.96,4.1414,4.5359
Wheat,Rabi,Himachal Pradesh,2010,305229,1620276.06,633.78,111.69,1.5306,5.3084
Rice,Kharif,Maharashtra,2005,869661,2614019.49,1385.97,145.59,6.4698,3.0058
Rice,Kharif,Haryana,2003,2514504,11819360.8,1379.44,147.06,4.0955,4.7005
Rice,Kharif,Odisha,2006,2680777,6226297.34,918.3,151.41,2.8981,2.3226
Maize,Kharif,Maharashtra,2012,88952,323931.18,513.67,150.44,6.8916,3.6416
Rice,Kharif,Punjab,1997,2337433,10971416.4,869.55,130.63,0.7235,4.6938
Rice,Kharif,Rajasthan,1998,51702,140989.37,1043.1,105.22,6.3932,2.727
Rice,Kharif,Gujarat,2002,1630517,4220922.08,1051.0,100.78,7.3409,2.5887
Wheat,Rabi,Bihar,1998,1418646,4069678.89,427.88,181.02,1.0887,2.8687
Maize,Rabi,Chhattisgarh,2019,565625,2141263.16,993.16,88.53,4.8312,3.7857
Rice,Kharif,Punjab,2004,2625751,13115725.36,1506.48,133.95,3.7216,4.995
Rice,Kharif,Madhya Pradesh,2018,557369,1737635.15,841.5,108.75,4.9775,3.1176
Maize,Kharif,Jammu and Kashmir,2006,270015,851306.52,779.52,86.84,4.9883,3.1528
Maize,Kharif,Jammu and Kashmir,2004,390548,1170642.03,525.85,155.07,6.3022,2.9974
Rice,Kharif,Uttar Pradesh,2017,1993747,7439271.91,918.53,130.63,1.3734,3.7313
Maize,Kharif,Jharkhand,2017,51852,175454.98,734.06,133.04,4.134,3.3838
Maize,Rabi,Assam,2015,701482,2451288.02,1063.19,174.46,6.5483,3.4944
Maize,Rabi,Madhya Pradesh,2005,556860,2084976.24,1088.54,175.66,2.8657,3.7442
Maize,Rabi,Uttar Pradesh,1998,565069,1577450.4,421.57,113.34,4.125,2.7916
Maize,Rabi,Madhya Pradesh,2018,81452,377072.32,1020.6,138.15,5.4431,4.6294
Maize,Kharif,Haryana,2011,51038,168727.63,1014.61,170.35,4.1322,3.3059
Maize,Rabi,Odisha,1998,361871,1130989.89,623.73,135.58,6.2087,3.1254
Maize,Rabi,Rajasthan,2020,422827,2159636.76,702.75,76.3,2.7498,5.1076
Rice,Kharif,Maharashtra,2009,1725346,4607879.65,1082.5,127.42,4.8956,2.6707
Maize,Kharif,Andhra Pradesh,2006,278832,1447616.0,924.9,174.74,4.6997,5.1917
Rice,Kharif,Gujarat,2020,1911122,6029684.95,1391.4,119.44,2.5859,3.155
Maize,Rabi,Andhra Pradesh,2003,589041,2988223.3,843.79,114.88,0.5733,5.073
Maize,Kharif,Gujarat,2018,208019,721012.16,1123.5,83.86,3.7587,3.4661
Maize,Rabi,Himachal Pradesh,2011,565226,2706386.69,1073.92,132.81,2.9711,4.7881
Maize,Kharif,Tamil Nadu,2008,238726,750896.35,813.1,108.82,6.1269,3.1454
Maize,Kharif,Punjab,2020,505931,1781054.31,427.61,159.44,4.5643,3.5204
Rice,Kharif,Rajasthan,2014,372740,1168027.01,887.49,113.11,5.7281,3.1336
Maize,Kharif,Tamil Nadu,1999,272729,776484.08,933.47,168.88,3.4707,2.8471
Maize,Kharif,Maharashtra,2002,143353,398759.15,810.6,120.25,0.7811,2.7817
Maize,Kharif,Haryana,1997,431833,1120260.49,552.33,80.66,3.2449,2.5942
Rice,Kharif,Bihar,2009,337801,864333.13,1535.34,145.95,5.946,2.5587
Maize,Rabi,Maharashtra,2015,723596,2605618.75,1012.42,162.85,3.1077,3.6009
Maize,Rabi,Uttar Pradesh,2002,358487,1162695.33,1032.61,132.46,5.3981,3.2433
Maize,Rabi,Madhya Pradesh,2015,649268,2865201.32,1082.22,169.75,6.5686,4.413
Rice,Kharif,Karnataka,1998,2308431,5967578.66,1349.49,192.83,6.0278,2.5851
Wheat,Rabi,Uttarakhand,2008,2137260,13982008.77,552.65,221.9,3.5997,6.542
Maize,Kharif,Rajasthan,2000,716875,2813941.27,878.31,156.81,4.6722,3.9253
Wheat,Rabi,Himachal Pradesh,2000,1667854,8165505.52,693.78,108.22,1.4652,4.8958
Maize,Rabi,Haryana,2003,697764,2226652.44,704.06,154.94,2.3495,3.1911
Maize,Kharif,Uttar Pradesh,2018,210611,813686.2,1187.41,140.23,1.1322,3.8635
Wheat,Rabi,Rajasthan,2002,385225,1301803.88,560.92,134.83,4.5105,3.3793
Rice,Kharif,Rajasthan,2002,919654,2520797.41,1248.71,199.77,4.0878,2.741
Rice,Kharif,Rajasthan,2016,2442391,7056442.77,979.59,193.77,7.4233,2.8892
Maize,Rabi,Himachal Pradesh,1999,109180,413626.24,1184.74,110.41,6.3512,3.7885
Maize,Rabi,Andhra Pradesh,2018,563272,3447343.01,759.09,70.57,1.6844,6.1202
Rice,Kharif,Tamil Nadu,2015,2229895,10790658.86,908.73,171.47,5.7855,4.8391
Maize,Kharif,West Bengal,2012,751348,2530002.06,706.23,111.97,3.9978,3.3673
Maize,Kharif,Uttarakhand,2015,123448,481574.02,653.19,116.62,4.9061,3.901
Maize,Rabi,Punjab,2004,53174,151010.93,479.66,156.23,3.4332,2.8399
Rice,Kharif,Jammu and Kashmir,2000,503900,1396184.93,1080.09,146.75,1.3616,2.7708
Maize,Rabi,Jammu and Kashmir,2004,781764,2421459.38,807.06,74.84,6.0953,3.0974
Rice,Kharif,Punjab,2015,68156,415594.9,1578.86,91.84,2.1051,6.0977
Wheat,Rabi,Haryana,2002,956535,6744623.48,555.18,107.87,2.6558,7.0511
Rice,Kharif,Haryana,2016,1782085,9602643.54,1541.2,119.93,3.6677,5.3884
Maize,Kharif,Karnataka,2019,330387,2122034.33,869.99,125.27,4.9199,6.4229
Rice,Kharif,West Bengal,2004,476779,1271337.86,1439.6,144.43,3.2434,2.6665
Rice,Kharif,Chhattisgarh,2009,2461279,6879771.08,1000.11,133.13,3.3281,2.7952
Rice,Kharif,Uttar Pradesh,2018,1203276,4460705.16,1429.41,109.43,5.7921,3.7071
Maize,Rabi,Assam,2010,438672,1475254.8,738.83,108.31,2.5169,3.363
Rice,Kharif,West Bengal,2016,722528,2280839.58,1358.79,140.76,3.1389,3.1567
Rice,Kharif,Uttarakhand,2005,1144675,3228309.1,1480.73,191.13,3.4471,2.8203
Maize,Rabi,Madhya Pradesh,2010,678452,2678022.13,640.31,150.39,4.2035,3.9473
Wheat,Rabi,Bihar,2009,1332954,4786430.04,496.94,247.8,5.4129,3.5908
Rice,Kharif,Uttarakhand,1997,2746316,6581811.53,1167.08,111.79,2.3497,2.3966
Rice,Kharif,Jharkhand,2009,1474640,3188084.55,1568.99,135.06,3.9554,2.1619
Maize,Kharif,Odisha,2006,208993,678332.09,800.38,165.42,2.919,3.2457
Maize,Kharif,Punjab,1998,33418,93986.09,467.16,117.15,6.1212,2.8124
Maize,Kharif,Odisha,2003,519858,1501734.13,1174.21,156.02,2.5508,2.8887
Wheat,Rabi,Gujarat,1997,2389667,7724848.26,678.78,112.85,3.0701,3.2326
Rice,Kharif,Uttarakhand,2011,2616836,7663229.78,1293.56,152.67,5.0927,2.9284
Maize,Kharif,Gujarat,2006,670320,2082282.44,446.41,119.73,1.7819,3.1064
Wheat,Rabi,Jammu and Kashmir,2013,278257,1278343.99,627.12,115.95,3.1337,4.5941
Rice,Kharif,Maharashtra,2015,1758265,6063962.48,1032.47,182.64,1.9159,3.4488
Maize,Rabi,Tamil Nadu,1997,7260,19146.45,1188.25,99.17,5.5749,2.6373
Rice,Kharif,Andhra Pradesh,2000,316581,1386380.38,1181.0,173.36,4.3493,4.3792
Rice,Kharif,Maharashtra,2000,358242,972832.92,1519.41,118.65,1.6125,2.7156
Maize,Rabi,Odisha,2000,395963,1119362.04,1134.35,112.62,5.5115,2.8269
Rice,Kharif,Andhra Pradesh,2008,2997517,13749413.21,1502.91,168.97,3.7643,4.5869
Rice,Kharif,Jammu and Kashmir,2011,2037458,6349093.6,910.01,103.19,0.7417,3.1162
Wheat,Rabi,Rajasthan,2008,1951326,7534959.43,478.14,216.22,3.0757,3.8615
Rice,Kharif,Himachal Pradesh,2006,653361,1877751.02,1294.6,161.7,3.5129,2.874
Maize,Kharif,Haryana,2020,159525,599375.69,603.43,136.24,6.6817,3.7573
Maize,Kharif,Haryana,2016,513768,1936451.46,766.21,82.37,5.1504,3.7691
Wheat,Rabi,Rajasthan,2016,1665478,6830851.61,568.5,119.84,5.3857,4.1014
Maize,Kharif,Jammu and Kashmir,2017,799417,2539959.2,442.3,132.73,1.65,3.1773
Rice,Kharif,West Bengal,2013,959428,2804394.59,1560.39,156.57,5.8106,2.923
Wheat,Rabi,Rajasthan,2018,1877206,7820363.49,568.9,152.95,4.9329,4.166
Maize,Kharif,Andhra Pradesh,2004,250517,1265553.03,743.38,80.03,1.0282,5.0518
Maize,Rabi,Karnataka,2010,232999,1297596.44,987.41,149.59,5.6332,5.5691
Maize,Rabi,Madhya Pradesh,2002,100359,373704.34,1119.11,119.0,0.7672,3.7237
Maize,Kharif,Andhra Pradesh,2001,384052,1945696.53,807.0,83.35,1.7265,5.0662
Maize,Kharif,Uttarakhand,1997,455664,1288803.72,501.96,103.91,6.3333,2.8284
Wheat,Rabi,Himachal Pradesh,2006,1094898,5568473.67,599.58,203.33,1.9249,5.0858
Maize,Kharif,Jammu and Kashmir,2008,696308,2266151.55,495.27,95.27,5.5685,3.2545
Rice,Kharif,Uttarakhand,2008,407047,1139776.51,1043.75,169.8,7.2766,2.8001
Maize,Kharif,Telangana,2017,31008,169680.13,857.6,157.58,5.0688,5.4721
Rice,Kharif,Odisha,1998,1640250,3414595.76,1341.85,188.34,5.1164,2.0818
Rice,Kharif,Madhya Pradesh,2005,1995849,6038858.01,1094.62,196.62,7.9834,3.0257
Wheat,Rabi,Rajasthan,2020,1954694,7865496.27,422.34,142.48,3.5042,4.0239
Rice,Kharif,Odisha,2000,2275316,5072891.0,1035.92,140.67,3.7265,2.2295
Maize,Kharif,Madhya Pradesh,2002,177529,654602.59,662.49,127.24,1.1672,3.6873
Maize,Kharif,Uttar Pradesh,2016,777663,3067193.8,1195.65,154.0,1.3983,3.9441
Rice,Kharif,Rajasthan,1997,2917006,7663894.73,1318.43,153.1,1.7835,2.6273
Maize,Kharif,Telangana,2015,584577,3277416.34,707.75,140.28,5.0241,5.6065
Maize,Rabi,Bihar,2013,788377,2404631.79,941.48,105.83,5.5412,3.0501
Rice,Kharif,Gujarat,2019,2254004,7411734.51,1355.61,165.88,4.2109,3.2883
Maize,Rabi,Tamil Nadu,2001,506916,1622323.2,820.56,154.61,5.834,3.2004
Maize,Rabi,Punjab,2009,587316,1796582.59,745.78,111.9,1.3626,3.059
Maize,Kharif,Odisha,2019,663592,2488840.06,830.19,143.33,0.8405,3.7506
Rice,Kharif,Karnataka,2000,2237124,6547811.81,1041.3,157.2,0.7336,2.9269
Rice,Kharif,Odisha,2016,1231943,3670366.74,958.93,129.74,1.8642,2.9793
Maize,Kharif,Haryana,2017,298371,999234.66,1120.17,137.14,1.3693,3.349
Rice,Kharif,Assam,2002,2905255,6629646.91,1314.65,163.2,5.0756,2.282
Rice,Kharif,Assam,2009,2202880,5902781.83,1565.37,185.13,6.5986,2.6796
Wheat,Rabi,Rajasthan,2007,2100676,7515828.64,478.83,117.81,3.135,3.5778
Maize,Rabi,Jammu and Kashmir,2013,561710,1972710.26,426.17,116.85,2.1806,3.512
Maize,Kharif,Madhya Pradesh,2007,749904,2878642.96,920.07,175.42,3.7257,3.8387
Rice,Kharif,Odisha,2020,382984,1090248.57,847.94,124.94,2.7246,2.8467
Wheat,Rabi,Gujarat,2010,2071104,7948204.97,671.36,224.81,2.9679,3.8377
Wheat,Rabi,Jammu and Kashmir,2003,691365,3024002.86,525.58,185.0,5.1418,4.374
Rice,Kharif,Maharashtra,2004,1050646,2702509.53,1044.3,101.97,5.7008,2.5722
Rice,Kharif,Bihar,2015,2045133,5963931.46,1551.27,124.09,0.5959,2.9162
Wheat,Rabi,Himachal Pradesh,2014,1880545,10987266.06,442.96,148.95,3.7665,5.8426
Maize,Kharif,Punjab,2019,351292,1277830.4,854.55,157.91,6.4308,3.6375
Maize,Rabi,Haryana,2000,462925,1261162.22,1075.59,96.76,4.2866,2.7243
Maize,Rabi,Maharashtra,2008,193783,663684.55,813.31,114.6,6.797,3.4249
Maize,Kharif,Jammu and Kashmir,2015,417064,1543081.93,1142.01,170.97,2.3859,3.6999
Maize,Rabi,Karnataka,2011,96962,531159.19,439.23,115.87,1.5764,5.478
Maize,Rabi,Uttar Pradesh,2015,358993,1399965.02,535.82,129.23,0.6467,3.8997
Maize,Kharif,Madhya Pradesh,2014,520780,2144361.89,1125.43,140.93,0.5877,4.1176
Maize,Kharif,Karnataka,2002,90847,482341.02,820.41,128.1,2.7878,5.3094
